record_type,spot_price,timestamp,instance_type,product_description,availability_zone
SPOTINSTANCEPRICE,0.0677,2022-12-31T15:56:13-0800,t3a.small,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.0387,2022-12-31T15:56:13-0800,t3a.small,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.0077,2022-12-31T15:56:13-0800,t3a.small,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,1.3727,2022-12-31T15:56:12-0800,m6g.16xlarge,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.3677,2022-12-31T15:56:12-0800,m6g.16xlarge,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.2427,2022-12-31T15:56:12-0800,m6g.16xlarge,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,0.7791,2022-12-31T15:55:55-0800,m5a.8xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.7741,2022-12-31T15:55:55-0800,m5a.8xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.6491,2022-12-31T15:55:55-0800,m5a.8xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.5126,2022-12-31T15:55:43-0800,r5d.4xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.5076,2022-12-31T15:55:43-0800,r5d.4xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.3826,2022-12-31T15:55:43-0800,r5d.4xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.0991,2022-12-31T15:55:37-0800,r5a.large,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.0951,2022-12-31T15:55:37-0800,r5a.large,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.0391,2022-12-31T15:55:37-0800,r5a.large,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,8.2353,2022-12-31T15:55:28-0800,m6i.32xlarge,Windows,ap-northeast-1a
SPOTINSTANCEPRICE,8.2353,2022-12-31T15:55:28-0800,m6i.32xlarge,Windows,ap-northeast-1d
SPOTINSTANCEPRICE,8.2353,2022-12-31T15:55:28-0800,m6i.32xlarge,Windows,ap-northeast-1c
SPOTINSTANCEPRICE,1.8868,2022-12-31T15:53:24-0800,i3.metal,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,1.8868,2022-12-31T15:53:24-0800,i3.metal,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.8868,2022-12-31T15:53:24-0800,i3.metal,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.8568,2022-12-31T15:53:24-0800,i3.metal,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,1.8568,2022-12-31T15:53:24-0800,i3.metal,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.8568,2022-12-31T15:53:24-0800,i3.metal,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.7568,2022-12-31T15:53:24-0800,i3.metal,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,1.7568,2022-12-31T15:53:24-0800,i3.metal,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,1.7568,2022-12-31T15:53:24-0800,i3.metal,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,4.7008,2022-12-31T15:53:24-0800,i3.metal,Windows,ap-northeast-1a
SPOTINSTANCEPRICE,4.7008,2022-12-31T15:53:24-0800,i3.metal,Windows,ap-northeast-1d
SPOTINSTANCEPRICE,4.7008,2022-12-31T15:53:24-0800,i3.metal,Windows,ap-northeast-1c
SPOTINSTANCEPRICE,0.604,2022-12-31T15:51:48-0800,g3.4xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.604,2022-12-31T15:51:48-0800,g3.4xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.574,2022-12-31T15:51:48-0800,g3.4xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.574,2022-12-31T15:51:48-0800,g3.4xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.474,2022-12-31T15:51:48-0800,g3.4xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.474,2022-12-31T15:51:48-0800,g3.4xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,1.21,2022-12-31T15:50:46-0800,g3.4xlarge,Windows,ap-northeast-1a
SPOTINSTANCEPRICE,1.21,2022-12-31T15:50:46-0800,g3.4xlarge,Windows,ap-northeast-1c
SPOTINSTANCEPRICE,1.8066,2022-12-31T15:50:30-0800,m5.metal,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,1.8066,2022-12-31T15:50:30-0800,m5.metal,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.8066,2022-12-31T15:50:30-0800,m5.metal,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.7766,2022-12-31T15:50:30-0800,m5.metal,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,1.7766,2022-12-31T15:50:30-0800,m5.metal,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.7766,2022-12-31T15:50:30-0800,m5.metal,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.6766,2022-12-31T15:50:30-0800,m5.metal,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,1.6766,2022-12-31T15:50:30-0800,m5.metal,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,1.6766,2022-12-31T15:50:30-0800,m5.metal,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.0763,2022-12-31T15:48:23-0800,t3.medium,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.0726,2022-12-31T15:48:23-0800,t3.medium,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.0163,2022-12-31T15:48:23-0800,t3.medium,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.3727,2022-12-31T15:48:08-0800,r5d.2xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.3677,2022-12-31T15:48:08-0800,r5d.2xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.2427,2022-12-31T15:48:08-0800,r5d.2xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.46,2022-12-31T15:48:00-0800,r5dn.2xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.455,2022-12-31T15:48:00-0800,r5dn.2xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.33,2022-12-31T15:48:00-0800,r5dn.2xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,1.7366,2022-12-31T15:47:56-0800,c5d.24xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,1.7066,2022-12-31T15:47:56-0800,c5d.24xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,1.6066,2022-12-31T15:47:56-0800,c5d.24xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.145,2022-12-31T15:47:55-0800,c6i.xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.1413,2022-12-31T15:47:55-0800,c6i.xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.085,2022-12-31T15:47:55-0800,c6i.xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.3742,2022-12-31T15:47:47-0800,c3.4xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.3442,2022-12-31T15:47:47-0800,c3.4xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.2442,2022-12-31T15:47:47-0800,c3.4xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,1.3242,2022-12-31T15:47:39-0800,r5dn.16xlarge,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.3192,2022-12-31T15:47:39-0800,r5dn.16xlarge,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.1942,2022-12-31T15:47:39-0800,r5dn.16xlarge,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,0.1433,2022-12-31T15:47:34-0800,r4.xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.1833,2022-12-31T15:47:34-0800,r4.xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.0833,2022-12-31T15:47:34-0800,r4.xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.3029,2022-12-31T15:47:28-0800,m5d.2xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.2729,2022-12-31T15:47:28-0800,m5d.2xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.1729,2022-12-31T15:47:28-0800,m5d.2xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.2652,2022-12-31T15:47:18-0800,c4.2xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.2352,2022-12-31T15:47:18-0800,c4.2xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.1352,2022-12-31T15:47:18-0800,c4.2xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,1.1951,2022-12-31T15:45:09-0800,g5.8xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,1.1951,2022-12-31T15:45:09-0800,g5.8xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.1901,2022-12-31T15:45:09-0800,g5.8xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,1.1901,2022-12-31T15:45:09-0800,g5.8xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.0651,2022-12-31T15:45:09-0800,g5.8xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,1.0651,2022-12-31T15:45:09-0800,g5.8xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,2.5371,2022-12-31T15:45:08-0800,g5.8xlarge,Windows,ap-northeast-1a
SPOTINSTANCEPRICE,2.5371,2022-12-31T15:45:08-0800,g5.8xlarge,Windows,ap-northeast-1c
SPOTINSTANCEPRICE,1.2412,2022-12-31T15:40:58-0800,g5g.metal,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.2412,2022-12-31T15:40:58-0800,g5g.metal,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.2362,2022-12-31T15:40:58-0800,g5g.metal,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.2362,2022-12-31T15:40:58-0800,g5g.metal,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.1112,2022-12-31T15:40:58-0800,g5g.metal,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,1.1112,2022-12-31T15:40:58-0800,g5g.metal,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,6.7018,2022-12-31T15:39:34-0800,m5dn.24xlarge,Windows,ap-northeast-1d
SPOTINSTANCEPRICE,0.2721,2022-12-31T15:39:34-0800,c6i.2xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.2671,2022-12-31T15:39:34-0800,c6i.2xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.1421,2022-12-31T15:39:34-0800,c6i.2xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.3967,2022-12-31T15:39:29-0800,m4.4xlarge,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.3667,2022-12-31T15:39:29-0800,m4.4xlarge,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.2667,2022-12-31T15:39:29-0800,m4.4xlarge,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,0.5107,2022-12-31T15:39:28-0800,r5n.4xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.5057,2022-12-31T15:39:28-0800,r5n.4xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.3807,2022-12-31T15:39:28-0800,r5n.4xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.2842,2022-12-31T15:39:26-0800,m6i.2xlarge,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.2792,2022-12-31T15:39:26-0800,m6i.2xlarge,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.1542,2022-12-31T15:39:26-0800,m6i.2xlarge,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,2.8124,2022-12-31T15:39:01-0800,r5.24xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,2.8074,2022-12-31T15:39:01-0800,r5.24xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,2.6824,2022-12-31T15:39:01-0800,r5.24xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.9795,2022-12-31T15:38:57-0800,m5zn.12xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.9745,2022-12-31T15:38:57-0800,m5zn.12xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.8495,2022-12-31T15:38:57-0800,m5zn.12xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.4517,2022-12-31T15:38:49-0800,m5n.4xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.4467,2022-12-31T15:38:49-0800,m5n.4xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.3217,2022-12-31T15:38:49-0800,m5n.4xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.6623,2022-12-31T15:36:45-0800,c5a.8xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.6573,2022-12-31T15:36:45-0800,c5a.8xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.5323,2022-12-31T15:36:45-0800,c5a.8xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,1.8865,2022-12-31T15:35:00-0800,r5a.24xlarge,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.8815,2022-12-31T15:35:00-0800,r5a.24xlarge,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.7565,2022-12-31T15:35:00-0800,r5a.24xlarge,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,0.1472,2022-12-31T15:31:13-0800,r5n.xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.1432,2022-12-31T15:31:13-0800,r5n.xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.0872,2022-12-31T15:31:13-0800,r5n.xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.3054,2022-12-31T15:31:09-0800,m5dn.2xlarge,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.3004,2022-12-31T15:31:09-0800,m5dn.2xlarge,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.1754,2022-12-31T15:31:09-0800,m5dn.2xlarge,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,0.2549,2022-12-31T15:30:52-0800,c1.xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.2249,2022-12-31T15:30:52-0800,c1.xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.1249,2022-12-31T15:30:52-0800,c1.xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.0682,2022-12-31T15:30:20-0800,m1.small,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.0382,2022-12-31T15:30:20-0800,m1.small,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.0082,2022-12-31T15:30:20-0800,m1.small,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.0133,2022-12-31T15:30:08-0800,t3.micro,Windows,ap-northeast-1a
SPOTINSTANCEPRICE,0.0133,2022-12-31T15:30:08-0800,t3.micro,Windows,ap-northeast-1d
SPOTINSTANCEPRICE,0.0133,2022-12-31T15:30:08-0800,t3.micro,Windows,ap-northeast-1c
SPOTINSTANCEPRICE,1.2478,2022-12-31T15:27:52-0800,m5n.16xlarge,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.2428,2022-12-31T15:27:52-0800,m5n.16xlarge,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.1178,2022-12-31T15:27:52-0800,m5n.16xlarge,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,1.0154,2022-12-31T15:25:51-0800,m5ad.4xlarge,Windows,ap-northeast-1a
SPOTINSTANCEPRICE,1.0154,2022-12-31T15:25:51-0800,m5ad.4xlarge,Windows,ap-northeast-1d
SPOTINSTANCEPRICE,1.0154,2022-12-31T15:25:51-0800,m5ad.4xlarge,Windows,ap-northeast-1c
SPOTINSTANCEPRICE,0.0641,2022-12-31T15:25:02-0800,t3.micro,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.0641,2022-12-31T15:25:02-0800,t3.micro,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.0641,2022-12-31T15:25:02-0800,t3.micro,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.0041,2022-12-31T15:25:02-0800,t3.micro,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.0041,2022-12-31T15:25:02-0800,t3.micro,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.0041,2022-12-31T15:25:02-0800,t3.micro,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.0041,2022-12-31T15:25:02-0800,t3.micro,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.0041,2022-12-31T15:25:02-0800,t3.micro,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,0.0041,2022-12-31T15:25:02-0800,t3.micro,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,1.2478,2022-12-31T15:23:09-0800,m5ad.16xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.2428,2022-12-31T15:23:09-0800,m5ad.16xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.1178,2022-12-31T15:23:09-0800,m5ad.16xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.0969,2022-12-31T15:22:48-0800,r3.large,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.1369,2022-12-31T15:22:48-0800,r3.large,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.0369,2022-12-31T15:22:48-0800,r3.large,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,2.0309,2022-12-31T15:22:40-0800,m5ad.8xlarge,Windows,ap-northeast-1a
SPOTINSTANCEPRICE,2.0309,2022-12-31T15:22:40-0800,m5ad.8xlarge,Windows,ap-northeast-1d
SPOTINSTANCEPRICE,2.0309,2022-12-31T15:22:40-0800,m5ad.8xlarge,Windows,ap-northeast-1c
SPOTINSTANCEPRICE,0.309,2022-12-31T15:22:28-0800,m5ad.2xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.304,2022-12-31T15:22:28-0800,m5ad.2xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.179,2022-12-31T15:22:28-0800,m5ad.2xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.426,2022-12-31T15:22:02-0800,m6a.4xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.421,2022-12-31T15:22:02-0800,m6a.4xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.296,2022-12-31T15:22:02-0800,m6a.4xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,1.3046,2022-12-31T15:21:52-0800,r5.16xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,1.2996,2022-12-31T15:21:52-0800,r5.16xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,1.1746,2022-12-31T15:21:52-0800,r5.16xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.403,2022-12-31T15:21:51-0800,r3.4xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.373,2022-12-31T15:21:51-0800,r3.4xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.273,2022-12-31T15:21:51-0800,r3.4xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.1249,2022-12-31T15:21:49-0800,m2.2xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.1649,2022-12-31T15:21:49-0800,m2.2xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.0649,2022-12-31T15:21:49-0800,m2.2xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,4.0618,2022-12-31T15:21:09-0800,m5ad.16xlarge,Windows,ap-northeast-1a
SPOTINSTANCEPRICE,4.0618,2022-12-31T15:21:09-0800,m5ad.16xlarge,Windows,ap-northeast-1d
SPOTINSTANCEPRICE,4.0618,2022-12-31T15:21:09-0800,m5ad.16xlarge,Windows,ap-northeast-1c
SPOTINSTANCEPRICE,0.0949,2022-12-31T15:20:55-0800,c6gn.large,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.0949,2022-12-31T15:20:55-0800,c6gn.large,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.0949,2022-12-31T15:20:55-0800,c6gn.large,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.0912,2022-12-31T15:20:55-0800,c6gn.large,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.0912,2022-12-31T15:20:55-0800,c6gn.large,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.0912,2022-12-31T15:20:55-0800,c6gn.large,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.0349,2022-12-31T15:20:55-0800,c6gn.large,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,0.0349,2022-12-31T15:20:55-0800,c6gn.large,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,0.0349,2022-12-31T15:20:55-0800,c6gn.large,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,1.3595,2022-12-31T15:15:29-0800,r6g.16xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,1.3595,2022-12-31T15:15:29-0800,r6g.16xlarge,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.3595,2022-12-31T15:15:29-0800,r6g.16xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.3545,2022-12-31T15:15:29-0800,r6g.16xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,1.3545,2022-12-31T15:15:29-0800,r6g.16xlarge,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,1.3545,2022-12-31T15:15:29-0800,r6g.16xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.2295,2022-12-31T15:15:29-0800,r6g.16xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,1.2295,2022-12-31T15:15:29-0800,r6g.16xlarge,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,1.2295,2022-12-31T15:15:29-0800,r6g.16xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.468,2022-12-31T15:14:30-0800,m5dn.4xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.463,2022-12-31T15:14:30-0800,m5dn.4xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.338,2022-12-31T15:14:30-0800,m5dn.4xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.2917,2022-12-31T15:14:01-0800,m5d.2xlarge,Red Hat Enterprise Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.2617,2022-12-31T15:14:01-0800,m5d.2xlarge,SUSE Linux,ap-northeast-1a
SPOTINSTANCEPRICE,0.1617,2022-12-31T15:14:01-0800,m5d.2xlarge,Linux/UNIX,ap-northeast-1a
SPOTINSTANCEPRICE,1.9028,2022-12-31T15:14:00-0800,c6i.24xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.8978,2022-12-31T15:14:00-0800,c6i.24xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,1.7728,2022-12-31T15:14:00-0800,c6i.24xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.4253,2022-12-31T15:13:54-0800,r5b.4xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.4203,2022-12-31T15:13:54-0800,r5b.4xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.2953,2022-12-31T15:13:54-0800,r5b.4xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.2916,2022-12-31T15:13:48-0800,m5zn.2xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.2866,2022-12-31T15:13:48-0800,m5zn.2xlarge,SUSE Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.1616,2022-12-31T15:13:48-0800,m5zn.2xlarge,Linux/UNIX,ap-northeast-1c
SPOTINSTANCEPRICE,0.6151,2022-12-31T15:13:48-0800,r5.4xlarge,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.6101,2022-12-31T15:13:48-0800,r5.4xlarge,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.4851,2022-12-31T15:13:48-0800,r5.4xlarge,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,0.4177,2022-12-31T15:13:47-0800,m5a.4xlarge,Red Hat Enterprise Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.4127,2022-12-31T15:13:47-0800,m5a.4xlarge,SUSE Linux,ap-northeast-1d
SPOTINSTANCEPRICE,0.2877,2022-12-31T15:13:47-0800,m5a.4xlarge,Linux/UNIX,ap-northeast-1d
SPOTINSTANCEPRICE,0.1594,2022-12-31T15:13:46-0800,r5d.xlarge,Red Hat Enterprise Linux,ap-northeast-1c
SPOTINSTANCEPRICE,0.1554,2022-12-31T15:13:46-0800,r5d.xlarge,SUSE Linux,ap-northeast-1c
